x	y	id	closest_pump_bird_flies_id
11.39099	11.03369	126	7
11.39957	9.887847	127	7
11.40942	10.99734	128	7
11.41806	9.855504	129	7
11.42396	10.96806	130	7
11.44538	10.93066	131	7
11.45123	11.4183	132	7
11.47169	11.38392	133	7
11.48419	10.41928	134	7
11.49627	10.73456	135	7
11.53711	12.58766	136	7
11.53864	10.75491	137	7
11.54616	12.27906	138	7
11.54975	12.56442	139	7
11.57369	11.1289	140	7
11.58543	12.29345	141	7
11.58812	11.09262	142	7
11.59055	9.53944	143	5
11.61652	11.05411	144	7
11.64155	12.17337	145	7
11.64594	10.45675	146	7
11.65278	12.62286	147	7
11.65302	13.57026	148	7
11.65745	11.17163	149	7
11.67728	10.47627	150	7
11.67779	11.12924	151	7
11.68324	13.5818	152	7
11.70552	10.36466	153	7
11.70601	9.637946	154	7
11.7104	13.59038	155	7
11.73556	13.59899	156	7
11.76579	13.61152	157	7
11.76649	11.22997	158	7
11.76803	10.26851	159	7
11.77328	9.525179	160	7
11.78689	11.19158	161	7
11.79539	15.07723	162	8
11.8024	11.16029	163	7
11.82367	11.7979	164	7
11.87974	14.16151	165	7
11.89653	10.2304	166	7
11.91194	14.17201	167	7
11.9171	10.20203	168	7
11.939	14.17458	169	7
12.00341	14.56914	170	7
12.03297	11.36891	171	7
12.03469	14.58466	172	7
12.06085	10.30288	173	7
12.14346	13.6315	174	7
12.14729	9.951969	175	7
12.16919	11.43683	176	7
12.17253	9.965585	177	7
12.17318	11.80932	178	7
12.17855	13.63494	179	7
12.18563	11.40151	180	7
12.18764	14.13755	181	7
12.18887	11.78904	182	7
12.19227	10.38389	183	7
12.20415	11.37017	184	7
12.20569	13.64252	185	7
12.21672	14.14109	186	7
12.22264	11.33782	187	7
12.24902	14.15759	188	7
12.27691	11.91081	189	7
12.29844	11.88042	190	7
12.30798	11.85122	191	7
12.31552	11.51159	192	7
12.31692	14.83151	193	8
12.34107	11.48214	194	7
12.34805	14.77593	195	8
12.35546	11.44285	196	7
12.36505	10.48427	197	7
12.36903	11.4156	198	7
12.3847	13.69473	199	7
12.38503	13.21802	200	7
12.39045	11.3782	201	7
12.40901	11.34986	202	7
12.42151	11.56698	203	7
12.42551	11.31754	204	7
12.4261	11.91442	205	7
12.43804	11.53667	206	7
12.44094	11.28124	207	7
12.45562	11.50935	208	7
12.45943	11.2489	209	7
12.47179	13.01132	210	7
12.47289	11.21463	211	7
12.48731	11.17735	212	7
12.50162	12.06644	213	7
12.50406	13.39938	214	7
12.51176	11.1419	215	7
12.51876	10.58196	216	7
12.51938	11.61548	217	7
12.52108	12.03208	218	7
12.5272	12.7851	219	7
12.53218	11.10452	220	7
12.53966	12.00474	221	7
12.54032	13.41382	222	7
12.54631	11.9826	223	7
12.54972	11.07519	224	7
12.55331	11.54684	225	7
12.56326	11.04593	226	7
12.57046	12.79843	227	7
12.57377	13.43932	228	7
12.58271	11.01057	229	7
12.59053	14.97835	230	8
12.59532	10.98533	231	7
12.6148	10.95197	232	7
12.61527	10.3553	233	7
12.6326	11.62268	234	7
12.64394	10.64805	235	7
12.65285	11.26382	236	7
12.65285	11.26382	237	7
12.67759	12.0546	238	7
12.68321	11.28437	239	7
12.68321	11.28437	240	7
12.69358	10.21487	241	7
12.7135	11.30091	242	7
12.74049	10.73864	243	7
12.74439	12.84671	244	7
12.74481	11.31843	245	7
12.74603	9.155196	246	9
12.74707	10.7125	247	7
12.78222	11.34187	248	7
12.793	14.31211	249	7
12.80755	14.28284	250	7
12.84456	16.01885	251	8
12.8446	11.61027	252	7
12.8446	11.61027	253	7
12.85563	9.896143	254	7
12.87284	11.62384	255	7
12.88335	10.78442	256	7
12.90019	10.33882	257	7
12.9097	11.73742	258	7
12.91849	9.794238	259	9
12.92878	10.93291	260	7
12.92922	11.70606	261	7
12.94471	13.7879	262	7
12.9731	10.95023	263	7
12.98045	10.66068	264	7
12.98116	14.37319	265	7
12.98866	10.1677	266	7
13.01865	11.78975	267	7
13.02248	9.609664	268	9
13.03883	11.24061	269	7
13.04533	13.88243	270	7
13.06382	13.85009	271	7
13.08049	14.20134	272	7
13.08718	12.37853	273	7
13.08889	11.11662	274	7
13.10214	10.56081	275	7
13.10475	12.3512	276	7
13.1202	12.3159	277	7
13.1237	11.84915	278	7
13.12517	11.13206	279	7
13.12842	10.58083	280	7
13.1377	12.28358	281	7
13.14523	11.81876	282	7
13.14793	10.59459	283	7
13.15651	11.15159	284	7
13.16265	12.96319	285	7
13.17116	12.932	286	7
13.17422	9.835811	287	9
13.17832	10.61175	288	7
13.205	13.16882	289	7
13.20859	14.26238	290	7
13.22668	12.33923	291	7
13.22677	11.90959	292	7
13.23216	9.731717	293	9
13.24529	12.99792	294	7
13.24604	10.51404	295	7
13.24918	11.87218	296	7
13.25468	10.81906	297	7
13.26078	12.96562	298	7
13.26943	14.79979	299	8
13.28041	12.94127	300	7
13.28895	9.631591	301	9
13.29801	12.91595	302	7
13.31339	12.3789	303	7
13.31452	10.31512	304	7
13.3154	12.87661	305	7
13.31653	9.643641	306	9
13.3186	11.02381	307	7
13.33699	10.70585	308	7
13.33782	14.33142	309	7
13.33869	10.33806	310	7
13.34694	11.97577	311	7
13.3605	11.94751	312	7
13.36475	10.36409	313	7
13.36865	12.51622	314	7
13.37551	13.06693	315	7
13.37906	11.91917	316	7
13.37922	12.48901	317	7
13.38261	9.455654	318	9
13.38881	10.9706	319	7
13.39042	8.81647	320	9
13.39306	13.03761	321	7
13.39872	12.45665	322	7
13.40353	13.00439	323	7
13.40522	10.24531	324	7
13.40536	10.94129	325	7
13.40605	13.28477	326	7
13.41328	12.42838	327	7
13.41574	8.835455	328	9
13.42064	11.08226	329	7
13.42597	12.96798	330	7
13.43057	10.2633	331	7
13.44909	12.60106	332	7
13.45084	8.860812	333	9
13.46457	12.56776	334	7
13.48013	12.53947	335	7
13.48189	8.887023	336	9
13.49273	12.51423	337	7
13.49601	11.03899	338	7
13.50803	13.34022	339	7
13.51533	12.48783	340	7
13.51754	11.0086	341	7
13.52166	11.13973	342	7
13.55442	13.17523	343	7
13.56385	10.07179	344	7
13.57891	13.14179	345	7
13.58522	11.48222	346	7
13.58721	11.60537	347	7
13.58801	11.0956	348	7
13.60765	11.07225	349	7
13.60802	9.07513	350	9
13.60953	13.42772	351	7
13.61045	11.49483	352	7
13.61611	15.32844	353	8
13.61841	12.54927	354	7
13.62292	13.38845	355	7
13.62379	11.20419	356	7
13.63715	9.099265	357	9
13.63869	11.5084	358	7
13.68547	8.984794	359	9
13.6861	11.40649	360	7
13.70339	11.11278	361	7
13.70734	11.29599	362	7
13.71177	13.9442	363	7
13.7367	11.13027	364	7
13.74064	11.31248	365	7
13.7408	10.07836	366	7
13.75736	13.79555	367	7
13.75891	11.14193	368	7
13.76823	10.09442	369	7
13.77803	8.864945	370	9
13.77892	12.69592	371	7
13.78123	11.1606	372	7
13.78464	13.81561	373	7
13.78938	12.6617	374	7
13.7965	14.16886	375	7
13.80602	12.6384	376	7
13.80617	8.889046	377	9
13.83545	8.909176	378	9
13.83759	11.05554	379	7
13.87589	12.75045	380	7
13.8822	14.63515	381	8
13.89099	10.95253	382	7
13.89643	12.72108	383	7
13.89933	13.98826	384	7
13.90569	14.60172	385	8
13.91299	12.69277	386	7
13.91508	13.56587	387	7
13.95376	12.86237	388	7
13.95731	13.88316	389	7
13.96921	13.32231	390	7
13.97831	12.83293	391	7
13.9858	12.80076	392	7
14.0004	12.77549	393	7
14.00061	13.33951	394	7
14.018	12.74917	395	7
14.02418	10.70804	396	7
14.02949	13.07497	397	7
14.03004	13.35564	398	7
14.06296	13.09025	399	7
14.07245	15.51041	400	8
14.08854	13.10222	401	7
14.08877	9.337553	402	9
14.1069	13.60306	403	7
14.11088	10.56043	404	7
14.1129	13.12017	405	7
14.14244	13.1333	406	7
14.14413	10.57392	407	7
14.14686	12.42262	408	7
14.15951	9.238947	409	9
14.18834	13.43268	410	7
14.20514	9.438095	411	9
14.21522	12.068	412	7
14.21592	13.44473	413	7
14.2318	12.04069	414	7
14.26207	12.49088	415	7
14.26445	15.6235	416	8
14.27252	10.4667	417	7
14.299	10.43223	418	7
14.3156	10.40692	419	7
14.33308	10.37359	420	7
14.35376	10.35223	421	7
14.35785	12.03667	422	7
14.36735	10.32597	423	7
14.36912	12.55025	424	7
14.3738	13.07674	425	7
14.37433	12.00336	426	7
14.38883	10.29258	427	12
14.40612	13.09598	428	7
14.43222	11.61986	429	7
14.44191	12.15951	430	7
14.47304	8.777501	431	9
14.4973	8.744322	432	9
14.50837	11.50046	433	7
14.51838	8.716039	434	9
14.51969	9.029811	435	9
14.53736	10.6277	436	7
14.54157	8.684826	437	9
14.54691	12.2733	438	7
14.55994	10.6003	439	7
14.56957	10.57711	440	12
14.57164	11.38928	441	7
14.57227	12.29128	442	7
14.57784	16.18932	443	10
14.5969	11.4039	444	7
14.62721	11.42144	445	7
14.63834	12.92149	446	7
14.65398	10.18044	447	12
14.65652	11.439	448	7
14.67613	10.15019	449	12
14.68581	11.45555	450	7
14.69502	10.12684	451	12
14.70788	9.969954	452	12
14.71134	11.91757	453	7
14.73854	11.93963	454	7
14.75734	9.368398	455	12
14.75957	10.75233	456	12
14.7689	11.9578	457	7
14.77023	9.210511	458	12
14.77868	12.31298	459	7
14.77894	13.19966	460	7
14.78633	14.09387	461	7
14.81631	10.04214	462	12
14.84585	14.86907	463	8
14.84649	10.01118	464	12
14.90404	12.763	465	7
14.9461	10.10509	466	12
14.95599	9.839847	467	12
14.95969	11.96889	468	7
14.99393	10.24519	469	12
14.99982	11.99344	470	7
15.01308	10.21483	471	12
15.01817	12.51581	472	7
15.02184	14.11212	473	7
15.025	11.85505	474	7
15.02863	10.36174	475	12
15.03486	10.19459	476	12
15.04986	13.61393	477	7
15.05064	10.17412	478	12
15.06661	10.14866	479	12
15.08261	10.12219	480	12
15.09569	10.09361	481	12
15.11869	10.0674	482	12
15.12332	11.68831	483	7
15.13931	13.20189	484	7
15.13973	10.04012	485	12
15.15475	11.70451	486	7
15.18307	11.5893	487	7
15.19022	9.974836	488	12
15.21281	16.9593	489	10
15.22057	9.993003	490	12
15.24637	8.629816	491	12
15.24806	16.97276	492	10
15.2704	9.139883	493	12
15.27804	13.55018	494	7
15.28043	11.42152	495	12
15.28385	12.10795	496	7
15.28504	9.337882	497	12
15.29153	10.04976	498	12
15.31356	11.4458	499	12
15.31608	9.794086	500	12
15.31736	13.56758	501	7
15.32621	13.43324	502	7
15.34814	9.820333	503	12
15.35726	11.29407	504	12
15.36158	13.45471	505	7
15.38694	7.330029	506	9
15.40609	11.19265	507	12
15.41332	13.8084	508	7
15.43982	13.27819	509	7
15.44155	11.208	510	12
15.46487	11.2269	511	12
15.46573	11.09663	512	12
15.4973	11.24314	513	12
15.50104	11.11599	514	12
15.52151	11.26509	515	12
15.53659	12.76087	516	7
15.54189	14.20994	517	10
15.55098	11.28022	518	12
15.56334	14.17455	519	10
15.57711	11.30424	520	12
15.58141	10.92052	521	12
15.60473	11.31529	522	12
15.62137	12.55621	523	7
15.65	12.90427	524	7
15.6604	12.3693	525	7
15.66159	13.93562	526	7
15.67918	12.91381	527	7
15.69362	12.38079	528	7
15.69372	13.87902	529	7
15.70642	12.9274	530	7
15.71121	11.60836	531	12
15.72296	7.17813	532	11
15.7345	6.090047	533	11
15.73667	12.94093	534	7
15.74902	12.65131	535	7
15.74913	12.16057	536	12
15.76205	14.02013	537	10
15.76892	12.95444	538	7
15.77505	9.566566	539	12
15.77554	13.98787	540	7
15.77734	12.17214	541	12
15.80461	13.92831	542	7
15.81613	13.89809	543	7
15.84175	12.38042	544	12
15.91103	12.20705	545	12
15.9603	9.162499	546	12
15.98592	14.18579	547	10
16.01572	9.072348	548	12
16.02412	14.00992	549	10
16.04067	14.35417	550	10
16.05814	14.31984	551	10
16.06733	9.970328	552	12
16.06981	14.11234	553	10
16.07268	14.29056	554	10
16.08321	14.26035	555	10
16.09884	14.23706	556	10
16.14358	10.90531	557	12
16.18479	14.29076	558	10
16.23636	14.1988	559	10
16.23659	9.914474	560	12
16.25294	10.09349	561	12
16.25586	14.41581	562	10
16.26833	14.38156	563	10
16.284	14.36028	564	10
16.29265	14.33811	565	10
16.41171	14.39729	566	10
16.54684	11.39338	567	12
16.54906	14.34902	568	10
16.56765	14.32268	569	10
16.66206	14.40429	570	10
16.73377	8.447514	571	12
16.80886	11.42717	572	12
16.83013	11.39388	573	12
16.8394	11.6017	574	12
17.27166	11.6338	575	13
17.51501	11.22888	576	13
17.5951	7.335869	577	12
17.93893	7.189272	578	12
