x1	y1	x2	y2	id
5.0978222	18.0533352	6.4789462	18.4790497	50
5.0978222	18.0533352	5.4027152	16.9372101	51
5.1050048	10.2592497	5.0901632	10.321764	52
5.1300001	14.9499998	5.2030001	14.9569998	53
5.1874361	12.6099167	5.4560661	11.6361103	54
5.1874361	12.6099167	6.4696321	13.0269709	55
5.2030001	14.9569998	5.3569999	14.2150002	56
5.2339149	5.511199	4.9678168	5.9228268	57
5.2596159	10.0978498	5.1050048	10.2592497	58
5.3569999	14.2150002	6.012208	14.371027	59
5.3569999	14.2150002	3.7690001	13.7049999	60
5.3715849	10.6868267	5.8659868	11.3281698	61
5.4027152	16.9372101	6.99401	17.3993397	62
5.4027152	16.9372101	5.6999531	15.6256208	63
5.4560661	11.6361103	5.8659868	11.3281698	64
5.5875592	7.2002902	5.360157	7.0399351	65
5.5974889	7.33921	5.6095219	7.2458701	66
5.6095219	7.2458701	5.5875592	7.2002902	67
5.6504951	3.2917969	4.5018001	3.2588379	68
5.66609	7.4148331	5.5974889	7.33921	69
5.6999531	15.6256208	6.6325169	15.821804	70
5.7773108	5.1954622	5.5526562	5.4974699	71
5.8547659	6.449976	6.7296228	6.96101	72
5.8659868	11.3281698	6.7588978	12.4864607	73
5.9580002	14.5930004	5.6999531	15.6256208	74
6.012208	14.371027	5.9580002	14.5930004	75
6.0294609	4.9168949	5.7773108	5.1954622	76
6.0532022	9.4900789	5.2596159	10.0978498	77
6.0532022	9.4900789	7.3959999	11.2959995	78
6.1486492	13.812314	6.012208	14.371027	79
6.1486492	13.812314	7.2350001	14.4250002	80
6.1852441	7.7992458	5.66609	7.4148331	81
6.2319999	13.4709997	6.1486492	13.812314	82
6.2738051	4.647501	6.0294609	4.9168949	83
6.4696321	13.0269709	6.2319999	13.4709997	84
6.4789462	18.4790497	6.7030001	18.4850006	85
6.544517	9.0438137	6.0532022	9.4900789	86
6.5689998	3.835	6.9635701	3.329473	87
6.5689998	3.835	5.2339149	5.511199	88
6.6325169	15.821804	7.375	15.9779997	89
6.7030001	18.4850006	7.3639998	18.4990005	90
6.7296228	6.96101	6.1852441	7.7992458	91
6.7588978	12.4864607	6.4696321	13.0269709	92
6.7588978	12.4864607	7.2081971	12.7395391	93
6.788403	4.9390068	6.2738051	4.647501	94
6.788403	4.9390068	5.8547659	6.449976	95
6.796	15.2969999	6.6325169	15.821804	96
6.8860431	8.2609034	6.1852441	7.7992458	97
6.9635701	3.329473	5.6504951	3.2917969	98
6.99401	17.3993397	6.7030001	18.4850006	99
6.99401	17.3993397	7.6246362	17.5824795	100
7.043314	7.9979448	6.8860431	8.2609034	101
7.043314	7.9979448	8.7021122	9.0623713	102
7.1856389	16.6844387	6.99401	17.3993397	103
7.2081971	12.7395391	7.9123201	13.1361542	104
7.2178321	4.2440319	6.5689998	3.835	105
7.2178321	4.2440319	7.7992611	3.353451	106
7.2178321	4.2440319	6.788403	4.9390068	107
7.2350001	14.4250002	6.796	15.2969999	108
7.3639998	18.4990005	8.533	18.5240002	109
7.3639998	18.4990005	7.6246362	17.5824795	110
7.375	15.9779997	7.1856389	16.6844387	111
7.375	15.9779997	7.868	16.0779991	112
7.3959999	11.2959995	6.7588978	12.4864607	113
7.3959999	11.2959995	7.4589009	11.1870003	114
7.4172621	12.4762888	7.2081971	12.7395391	115
7.4172621	12.4762888	7.8506641	12.7446699	116
7.4589009	11.1870003	8.0833921	11.63976	117
7.4589009	11.1870003	8.1350374	10.0153532	118
7.6246362	17.5824795	7.9260001	17.6700001	119
7.75176	12.0550976	7.4172621	12.4762888	120
7.7992611	3.353451	6.9635701	3.329473	121
7.868	16.0779991	8.3710003	16.1749992	122
7.868	16.0779991	7.9829998	15.2220001	123
7.882	17.8500004	8.6569996	18.0890007	124
7.9123201	13.1361542	8.8964672	13.560133	125
7.9123201	13.1361542	7.2350001	14.4250002	126
7.9260001	17.6700001	8.1459999	16.9909992	127
7.9260001	17.6700001	7.882	17.8500004	128
7.9530001	15.1409998	8.1569996	14.7180004	129
7.9829998	15.2220001	7.9530001	15.1409998	130
8.0236416	4.7520242	7.2178321	4.2440319	131
8.0236416	4.7520242	6.7296228	6.96101	132
8.0833921	11.63976	8.9821606	10.5338202	133
8.0833921	11.63976	9.0972004	12.3850803	134
8.0833921	11.63976	7.75176	12.0550976	135
8.1350374	10.0153532	8.6268063	9.163188	136
8.1350374	10.0153532	6.772264	9.1731348	137
8.1459999	16.9909992	7.1856389	16.6844387	138
8.1459999	16.9909992	8.1929998	17.0149994	139
8.1569996	14.7180004	9.0590544	15.1255732	140
8.1929998	17.0149994	8.3710003	16.1749992	141
8.1929998	17.0149994	8.8240004	17.1959991	142
8.2065783	7.5214062	9.0185366	7.9805012	143
8.2383413	7.2254648	8.5915565	7.4712501	144
8.3710003	16.1749992	9.0301085	16.3061638	145
8.533	18.5240002	10.7959166	18.5695744	146
8.5550003	5.0869999	8.0236416	4.7520242	147
8.5915565	7.4712501	9.3637047	7.8798819	148
8.6268063	9.163188	8.7021122	9.0623713	149
8.6268063	9.163188	9.5630398	9.8128672	150
8.6569996	18.0890007	8.533	18.5240002	151
8.7021122	9.0623713	9.0671844	8.4000759	152
8.7724485	17.9145889	8.6569996	18.0890007	153
8.7724485	17.9145889	9.6827154	18.2092381	154
8.7835855	5.0881882	7.043314	7.9979448	155
8.7835855	5.0881882	8.5550003	5.0869999	156
8.8240004	17.1959991	8.8760004	17.3260002	157
8.8240004	17.1959991	9.0301085	16.3061638	158
8.8760004	17.3260002	8.7724485	17.9145889	159
8.8964672	13.560133	8.9386053	12.83183	160
8.8964672	13.560133	10.0377073	14.0517893	161
8.9244738	12.6359501	9.0972004	12.3850803	162
8.9386053	12.83183	8.9244738	12.6359501	163
8.9386053	12.83183	7.75176	12.0550976	164
8.9399996	5.0890002	8.7835855	5.0881882	165
8.9803562	6.369051	8.9052429	6.316586	166
8.9803562	6.369051	9.1711073	6.0717611	167
8.9821606	10.5338202	9.5630398	9.8128672	168
8.9821606	10.5338202	9.3511257	10.8246183	169
9.0185366	7.9805012	9.2483673	8.087018	170
9.0301085	16.3061638	9.0890484	16.3173122	171
9.0590544	15.1255732	8.7840004	15.7720003	172
9.0590544	15.1255732	9.4910889	15.3207779	173
9.0671844	8.4000759	9.1636944	8.2275248	174
9.0829287	11.6607199	8.7513046	11.3954697	175
9.0890484	16.3173122	9.4910889	15.3207779	176
9.0890484	16.3173122	9.4746075	16.3902454	177
9.0972004	12.3850803	9.3767023	11.9452953	178
9.0972004	12.3850803	9.5534487	12.7267799	179
9.1636944	8.2275248	9.2483673	8.087018	180
9.1696234	6.4773788	8.9803562	6.369051	181
9.1696234	6.4773788	8.5915565	7.4712501	182
9.2075806	11.6911201	9.0829287	11.6607199	183
9.2483673	8.087018	9.3637047	7.8798819	184
9.3370533	16.9699402	9.4746075	16.3902454	185
9.3511257	10.8246183	9.0457125	11.2711496	186
9.3511257	10.8246183	9.8386745	11.2184	187
9.3637047	7.8798819	9.8741417	6.9631839	188
9.3767023	11.9452953	9.8582888	12.2909603	189
9.3767023	11.9452953	9.4359465	11.8520765	190
9.4359465	11.8520765	9.5583115	11.6595411	191
9.4359465	11.8520765	9.2075806	11.6911201	192
9.4746075	16.3902454	10.3191881	16.550005	193
9.4910889	15.3207779	10.0377073	14.0517893	194
9.5534487	12.7267799	9.8582888	12.2909603	195
9.5534487	12.7267799	10.3647604	12.9749203	196
9.5583115	11.6595411	9.8386745	11.2184	197
9.5630398	9.8128672	10.287982	8.9131107	198
9.6064482	6.038558	9.9764957	6.2520528	199
9.6640987	5.3286061	8.9399996	5.0890002	200
9.6640987	5.3286061	10.7841892	3.4390969	201
9.6827154	18.2092381	10.3191881	16.550005	202
9.6827154	18.2092381	10.7959166	18.5695744	203
9.725832	8.4752684	9.1636944	8.2275248	204
9.7828522	3.4103661	7.7992611	3.353451	205
9.7828522	3.4103661	8.7835855	5.0881882	206
9.8386745	11.2184	10.3505497	10.4686728	207
9.8386745	11.2184	10.3213997	11.5825596	208
9.8582888	12.2909603	10.0545797	11.9907026	209
9.8741417	6.9631839	9.1696234	6.4773788	210
9.8741417	6.9631839	10.1989317	6.3798909	211
9.8828268	8.5975475	10.6393805	7.406045	212
9.8828268	8.5975475	9.725832	8.4752684	213
9.9764957	6.2520528	10.1989317	6.3798909	214
10.0377073	14.0517893	11.8000002	14.8109999	215
10.0545797	11.9907026	10.3213997	11.5825596	216
10.0545797	11.9907026	9.5583115	11.6595411	217
10.1989317	6.3798909	10.609724	5.6415162	218
10.2639999	15.6700001	9.4910889	15.3207779	219
10.287982	8.9131107	9.8828268	8.5975475	220
10.3191881	16.550005	10.8289194	16.6464252	221
10.3213997	11.5825596	10.77036	10.7723598	222
10.3213997	11.5825596	10.8373804	11.9244013	223
10.3505497	10.4686728	11.0319405	9.4706602	224
10.3505497	10.4686728	10.77036	10.7723598	225
10.3647604	12.9749203	10.8373804	11.9244013	226
10.609724	5.6415162	9.6640987	5.3286061	227
10.609724	5.6415162	10.6331596	5.5935211	228
10.6160746	9.1589956	9.6626434	10.4113703	229
10.6160746	9.1589956	10.287982	8.9131107	230
10.6331596	5.5935211	10.7034597	5.464922	231
10.6393805	7.406045	9.8741417	6.9631839	232
10.6393805	7.406045	11.1638498	6.5722342	233
10.7034597	5.464922	10.79	5.3479919	234
10.77036	10.7723598	10.8647203	10.5992098	235
10.7841892	3.4390969	9.7828522	3.4103661	236
10.79	5.3479919	10.9223604	5.2220879	237
10.7959166	18.5695744	10.971961	18.5736771	238
10.8289194	16.6464252	11.026	15.8590002	239
10.8289194	16.6464252	11.165	16.7099991	240
10.8373804	11.9244013	11.2035303	11.1105404	241
10.9223604	5.2220879	11.1044502	5.0831251	242
10.971961	18.5736771	11.5998764	18.5883083	243
11.0319405	9.4706602	10.6160746	9.1589956	244
11.0809002	4.4880772	11.6251144	3.5709989	245
11.1044502	5.0831251	11.3450403	4.9679508	246
11.1494913	8.3766632	12.0264416	9.0231791	247
11.1494913	8.3766632	10.6160746	9.1589956	248
11.1638498	6.5722342	11.6892138	5.9327779	249
11.165	16.7099991	12.2447538	16.9099293	250
11.2035303	11.1105404	11.5598402	10.4594402	251
11.3450403	4.9679508	11.0809002	4.4880772	252
11.3450403	4.9679508	11.5410604	4.8256912	253
11.4499998	15.6140003	11.165	16.7099991	254
11.48915	9.810339	11.0319405	9.4706602	255
11.5249996	17.0750008	10.971961	18.5736771	256
11.5326204	6.9868431	11.6609097	6.809978	257
11.5410604	4.8256912	11.7215538	4.7587409	258
11.5450001	5.9510002	10.609724	5.6415162	259
11.5598402	10.4594402	11.8282614	10.0615549	260
11.5889997	12.4829998	11.8050003	12.6129999	261
11.5998764	18.5883083	12.7938805	18.6161308	262
11.6251144	3.5709989	11.6879988	3.46503	263
11.6251144	3.5709989	11.9694595	3.751684	264
11.6609097	6.809978	12.0388098	7.0882711	265
11.6879988	3.46503	10.7841892	3.4390969	266
11.6892138	5.9327779	12.3836756	6.5711508	267
11.6892138	5.9327779	11.5450001	5.9510002	268
11.7215538	4.7587409	11.9124603	4.7007518	269
11.7447996	4.812386	11.8784599	5.174901	270
11.7447996	4.812386	11.7215538	4.7587409	271
11.7840004	13.6350002	12.2077274	13.8600874	272
11.7894554	7.4380651	11.1494913	8.3766632	273
11.7894554	7.4380651	12.6530275	8.105197	274
11.8000002	14.8109999	11.4499998	15.6140003	275
11.8000002	14.8109999	12.2077274	13.8600874	276
11.8282614	10.0615549	12.1054001	10.2467499	277
11.8282614	10.0615549	11.48915	9.810339	278
11.8784599	5.174901	11.5450001	5.9510002	279
11.9124603	4.7007518	12.1021299	4.6366978	280
11.9694595	3.751684	12.1245174	3.4754789	281
11.9694595	3.751684	12.3289022	3.8954501	282
12.0264416	9.0231791	11.48915	9.810339	283
12.0319996	11.5349998	11.5889997	12.4829998	284
12.0319996	11.5349998	11.2035303	11.1105404	285
12.0388098	7.0882711	11.7894554	7.4380651	286
12.1021299	4.6366978	12.2367535	4.6037641	287
12.1054001	10.2467499	12.7395	9.0152683	288
12.1054001	10.2467499	12.4594259	10.4567184	289
12.1245174	3.4754789	11.6879988	3.46503	290
12.1689796	4.2499371	12.3289022	3.8954501	291
12.2077274	13.8600874	12.6890001	14.1149998	292
12.2077274	13.8600874	13.007	11.9960003	293
12.2367535	4.6037641	12.1689796	4.2499371	294
12.2367535	4.6037641	12.3080902	4.5863128	295
12.2447538	16.9099293	12.3062029	16.9213066	296
12.2447538	16.9099293	11.5998764	18.5883083	297
12.2512302	10.8542404	12.4594259	10.4567184	298
12.3062029	16.9213066	13.0880003	15.3570004	299
12.3062029	16.9213066	12.7419996	17.0020008	300
12.3080902	4.5863128	12.4647598	4.5699968	301
12.3289022	3.8954501	12.45576	3.953624	302
12.3836756	6.5711508	12.0388098	7.0882711	303
12.3836756	6.5711508	12.7159996	6.8740001	304
12.4594259	10.4567184	12.6410398	10.5644312	305
12.4647598	4.5699968	12.7875404	4.5581861	306
12.6246834	5.8145752	12.3836756	6.5711508	307
12.6246834	5.8145752	11.6892138	5.9327779	308
12.6410398	10.5644312	13.1271353	10.8527298	309
12.6410398	10.5644312	13.3952198	9.188612	310
12.6529999	11.8380003	12.0319996	11.5349998	311
12.6529999	11.8380003	12.7919998	11.5120001	312
12.6530275	8.105197	12.0264416	9.0231791	313
12.6890001	14.1149998	13.5017796	14.5254908	314
12.6890001	14.1149998	12.7819996	13.9359999	315
12.7159996	6.8740001	13.1941566	7.3124142	316
12.7395	9.0152683	13.6739378	7.7551918	317
12.7419996	17.0020008	13.3946438	17.1198883	318
12.7819996	13.9359999	12.9420004	13.5970001	319
12.7875404	4.5581861	12.9984198	4.5517359	320
12.7919998	11.5120001	13.0740004	10.9589996	321
12.7938805	18.6161308	14.4619999	18.6550007	322
12.835	5.7880001	12.6246834	5.8145752	323
12.9380846	5.774405	12.835	5.7880001	324
12.9380846	5.774405	12.9530001	6.1989999	325
12.9420004	13.5970001	13.1029997	13.6750002	326
12.9530001	6.1989999	13.1350002	6.3740001	327
12.9984198	4.5517359	13.1107798	4.5683851	328
13.007	11.9960003	12.6529999	11.8380003	329
13.007	11.9960003	13.3966837	12.2042065	330
13.0740004	10.9589996	13.1271353	10.8527298	331
13.0880003	15.3570004	13.5803728	15.6042328	332
13.0880003	15.3570004	12.2139997	14.9090004	333
13.1029997	13.6750002	13.3789997	13.1639996	334
13.1107798	4.5683851	13.198	4.573	335
13.1271353	10.8527298	13.1599998	10.7869997	336
13.1271353	10.8527298	13.8603544	11.2842188	337
13.1599998	10.7869997	13.7889996	9.8599997	338
13.1941566	7.3124142	12.6530275	8.105197	339
13.1941566	7.3124142	13.4860001	7.5799999	340
13.198	4.573	12.6246834	5.8145752	341
13.198	4.573	13.3929996	4.6149998	342
13.3789997	13.1639996	13.085	13.0030003	343
13.3789997	13.1639996	14.0430002	13.5080004	344
13.3929996	4.6149998	13.5559998	4.6469998	345
13.3946438	17.1198883	12.7938805	18.6161308	346
13.3946438	17.1198883	13.816	17.1959991	347
13.3952198	9.188612	13.78479	8.644908	348
13.3966837	12.2042065	13.9110003	12.4790001	349
13.4860001	7.5799999	13.6739378	7.7551918	350
13.5017796	14.5254908	13.9339371	14.7479525	351
13.5017796	14.5254908	13.0880003	15.3570004	352
13.5439301	6.8594022	13.1941566	7.3124142	353
13.5439301	6.8594022	13.9350004	7.1890001	354
13.5559998	4.6469998	13.6990004	4.6890001	355
13.5803728	15.6042328	13.6700001	15.3889999	356
13.5803728	15.6042328	14.0244579	15.827219	357
13.6700001	15.3889999	13.5600004	15.3149996	358
13.6739378	7.7551918	14.137084	8.1869307	359
13.6920004	3.513	13.198	4.573	360
13.6920004	3.513	12.1245174	3.4754789	361
13.6990004	4.6890001	13.809	4.7249999	362
13.78479	8.644908	14.137084	8.1869307	363
13.7889996	9.8599997	14.2889996	9.1920004	364
13.809	4.7249999	13.9530001	4.7789998	365
13.816	17.1959991	14.1594124	17.2620544	366
13.8603544	11.2842188	13.3966837	12.2042065	367
13.8927059	11.2200298	13.8603544	11.2842188	368
13.9110003	12.4790001	14.191	11.9700003	369
13.9110003	12.4790001	14.4169998	12.743	370
13.9339371	14.7479525	14.3240004	14.0170002	371
13.9339371	14.7479525	14.4429998	15.0100002	372
13.9530001	4.7789998	14.1120005	4.8540001	373
13.9549999	6.3270001	14.9809999	6.473	374
13.9549999	6.3270001	13.5439301	6.8594022	375
14.0244579	15.827219	15.1340361	16.3555603	376
14.0244579	15.827219	13.3946438	17.1198883	377
14.0430002	13.5080004	13.5017796	14.5254908	378
14.0550003	6.835	14.585	7.2600002	379
14.1120005	4.8540001	14.2720003	4.9200001	380
14.137084	8.1869307	14.415	8.4460001	381
14.1594124	17.2620544	14.783	17.382	382
14.1594124	17.2620544	14.3319998	16.4899998	383
14.165	7.5149999	14.4250002	7.8000002	384
14.191	11.9700003	14.7060003	12.25	385
14.191	11.9700003	14.4169998	11.5360003	386
14.2379999	5.9840002	13.9549999	6.3270001	387
14.243	10.5249996	13.8927059	11.2200298	388
14.2720003	4.9200001	14.415	4.9780002	389
14.2889996	9.1920004	14.6852283	8.7057219	390
14.3240004	14.0170002	14.5509996	13.5010004	391
14.3319998	16.4899998	14.3889999	16.4990005	392
14.3639154	12.8515816	14.8091011	13.106781	393
14.3639154	12.8515816	14.0430002	13.5080004	394
14.415	8.4460001	14.6852283	8.7057219	395
14.415	4.9780002	14.4860001	5.013	396
14.4169998	12.743	14.3639154	12.8515816	397
14.4169998	12.743	14.7060003	12.25	398
14.4169998	11.5360003	13.8927059	11.2200298	399
14.4169998	11.5360003	14.6879997	11.0889997	400
14.4250002	7.8000002	14.5600004	7.6550002	401
14.4429998	15.0100002	14.5469418	14.8062286	402
14.4429998	15.0100002	14.0244579	15.827219	403
14.4619999	18.6550007	16.7380009	18.6959991	404
14.4619999	9.6459999	14.0200005	10.4259996	405
14.4860001	5.013	14.6610003	5.0549998	406
14.4879999	5.5700002	12.9380846	5.774405	407
14.4879999	5.5700002	14.2379999	5.9840002	408
14.5469418	14.8062286	15.1485777	13.6267643	409
14.5469418	14.8062286	15.6938972	15.3395834	410
14.5600004	7.6550002	15.2008905	8.2018261	411
14.585	7.2600002	14.7539997	7.066	412
14.5889997	5.5349998	14.4879999	5.5700002	413
14.6610003	5.0549998	15.0819998	4.2729998	414
14.6610003	5.0549998	14.9006586	5.418766	415
14.6780005	9.3800001	14.4619999	9.6459999	416
14.6852283	8.7057219	14.7312241	8.7499294	417
14.6879997	11.0889997	14.8257446	10.850667	418
14.7060003	12.25	15.2513304	11.3118668	419
14.7312241	8.7499294	15.1099997	8.3179998	420
14.7312241	8.7499294	14.8780003	8.8909998	421
14.7539997	7.066	14.8299999	7.0300002	422
14.783	17.382	14.9702625	17.4152355	423
14.8091011	13.106781	15.2749996	12.1000004	424
14.8091011	13.106781	15.2770004	13.375	425
14.8257446	10.850667	14.9709997	10.5930004	426
14.8257446	10.850667	14.243	10.5249996	427
14.8299999	7.0300002	14.9280005	6.9120002	428
14.835	7.6529999	14.9619999	7.507	429
14.8780003	8.8909998	14.9926939	8.9881172	430
14.9006586	5.418766	14.5889997	5.5349998	431
14.9280005	6.9120002	14.9809999	6.473	432
14.9619999	7.507	15.2639999	7.7610002	433
14.9619999	7.507	15.1020002	7.3280001	434
14.9702625	17.4152355	15.6000004	17.5249996	435
14.9702625	17.4152355	14.4619999	18.6550007	436
14.9709997	10.5930004	15.1669998	10.3299999	437
14.9926939	8.9881172	15.2629995	9.217	438
14.9926939	8.9881172	14.6780005	9.3800001	439
15.0657091	10.2674713	15.2250004	10.059	440
15.0657091	10.2674713	14.5319996	9.9379997	441
15.0769997	5.3530002	14.9006586	5.418766	442
15.0819998	4.2729998	13.6920004	3.513	443
15.0950003	7.9120002	14.835	7.6529999	444
15.1020002	7.3280001	15.3190002	7.527	445
15.1099997	8.3179998	15.2008905	8.2018261	446
15.1340361	16.3555603	15.3170004	16.4099998	447
15.1485777	13.6267643	15.573	13.8400002	448
15.1485777	13.6267643	15.2770004	13.375	449
15.1669998	10.3299999	15.5965776	10.6166334	450
15.1669998	10.3299999	15.0657091	10.2674713	451
15.2008905	8.2018261	15.5270004	7.7849998	452
15.2250004	10.059	14.8459997	9.7840004	453
15.2250004	10.059	15.6025696	9.5083771	454
15.2513304	11.3118668	15.3559999	11.1470003	455
15.2513304	11.3118668	15.6370001	11.5179996	456
15.2629995	9.217	15.3622665	9.3021784	457
15.2740002	7.579	15.5609999	7.744	458
15.2749996	12.1000004	15.3269997	12.0159998	459
15.2770004	13.375	15.4565592	13.1309834	460
15.3170004	16.4099998	15.3889999	16.1200008	461
15.3170004	16.4099998	14.9702625	17.4152355	462
15.3190002	7.527	15.4960003	7.3119998	463
15.3190002	7.527	15.2740002	7.579	464
15.3269997	12.0159998	15.4750004	12.0500002	465
15.3559999	11.1470003	15.4517279	10.9671221	466
15.3559999	11.1470003	14.8257446	10.850667	467
15.3622665	9.3021784	15.6025696	9.5083771	468
15.3870001	18.3390007	15.3170004	18.5170002	469
15.3889999	16.1200008	16.0689697	16.4080257	470
15.3889999	8.5430002	15.1099997	8.3179998	471
15.3889999	16.1200008	15.5100002	15.7519999	472
15.4460001	6.927	15.3170004	7.1020002	473
15.4517279	10.9671221	15.6397247	10.6454229	474
15.4517279	10.9671221	15.8360004	11.243	475
15.4565592	13.1309834	15.8772621	12.1351805	476
15.4750004	12.0500002	15.5220003	11.9530001	477
15.4755154	3.5709219	13.6920004	3.513	478
15.4755154	3.5709219	15.0819998	4.2729998	479
15.493	8.6420002	15.3889999	8.5430002	480
15.507	18.2420006	15.3870001	18.3390007	481
15.5100002	15.7519999	15.6070004	15.6219997	482
15.5220003	11.9530001	15.8772621	12.1351805	483
15.5270004	7.7849998	16.758667	8.6988859	484
15.5270004	7.7849998	15.5609999	7.744	485
15.5389996	14.1099997	15.7370005	14.2139997	486
15.5609999	7.744	15.6999998	7.3940001	487
15.5710001	5.9920001	16.2212505	6.0893149	488
15.573	13.8400002	15.8190002	13.3219995	489
15.573	13.8400002	15.8640003	13.9809999	490
15.5965776	10.6166334	16.0209999	9.8280001	491
15.6000004	17.5249996	16.1129227	17.645401	492
15.6000004	17.5249996	16.0689697	16.4080257	493
15.6025696	9.5083771	15.7209997	9.6099997	494
15.6070004	15.6219997	16.2697639	15.9297791	495
15.6070004	15.6219997	15.6938972	15.3395834	496
15.6370001	11.5179996	15.8070002	11.6070004	497
15.6397247	10.6454229	16.3017616	11.123909	498
15.6397247	10.6454229	15.5965776	10.6166334	499
15.6420002	8.7530003	15.493	8.6420002	500
15.6820002	8.79	15.6420002	8.7530003	501
15.6938972	15.3395834	15.8470001	14.842	502
15.6960001	5.2020001	15.0769997	5.3530002	503
15.6999998	7.3940001	15.8640003	7.007	504
15.7209997	9.6099997	15.7853088	9.6567307	505
15.7329998	8.8850002	15.3622665	9.3021784	506
15.7329998	8.8850002	15.6820002	8.79	507
15.7370005	14.2139997	15.8640003	13.9809999	508
15.7796097	4.6266069	15.0819998	4.2729998	509
15.7853088	9.6567307	15.5459995	10.0270004	510
15.7853088	9.6567307	16.0209999	9.8280001	511
15.8070002	11.6070004	16.0639992	11.717	512
15.8190002	13.3219995	15.4565592	13.1309834	513
15.8470001	14.842	16.5881329	15.1714983	514
15.8640003	7.007	15.9359312	6.7816591	515
15.8640003	13.9809999	15.9709997	14.0570002	516
15.8640003	7.007	15.4460001	6.927	517
15.8772621	12.1351805	16.0639992	11.717	518
15.8950005	18.3330002	15.507	18.2420006	519
15.9359312	6.7816591	15.9770002	6.6529999	520
15.9359312	6.7816591	16.3010006	7.006	521
15.9469995	14.1029997	16.8626099	14.5456047	522
15.9709997	14.0570002	15.9469995	14.1029997	523
15.9770002	6.6529999	16.0006237	6.598434	524
16.0006237	6.598434	14.9809999	6.473	525
16.0006237	6.598434	16.1189995	6.3249998	526
16.0139999	5.1230001	15.6960001	5.2020001	527
16.0209999	9.8280001	16.6480007	10.2989998	528
16.0209999	9.8280001	16.3169994	9.4689999	529
16.0639992	11.717	16.2770004	11.1890001	530
16.0689697	16.4080257	16.2697639	15.9297791	531
16.1129227	17.645401	17.1739998	17.8659992	532
16.1129227	17.645401	15.8950005	18.3330002	533
16.1189995	6.3249998	16.2212505	6.0893149	534
16.2000008	5.0999999	16.0139999	5.1230001	535
16.211174	3.5948131	16.3569241	3.6810589	536
16.211174	3.5948131	15.4755154	3.5709219	537
16.2212505	6.0893149	16.2600002	6.0	538
16.2600002	6.0	16.4920006	5.5419998	539
16.2697639	15.9297791	16.5881329	15.1714983	540
16.2709999	13.4049997	17.1940002	13.8030005	541
16.2770004	11.1890001	16.3017616	11.123909	542
16.3010006	7.006	16.8220005	7.3249998	543
16.3017616	11.123909	16.8250008	11.4949999	544
16.3017616	11.123909	16.4440002	10.75	545
16.3169994	9.4689999	16.9459991	10.0389996	546
16.3169994	9.4689999	15.7329998	8.8850002	547
16.3569241	3.6810589	16.5489998	3.8050001	548
16.3569241	3.6810589	15.7796097	4.6266069	549
16.3670006	5.1139998	16.2000008	5.0999999	550
16.4120007	9.2849998	16.552	9.0880003	551
16.4360008	13.0240002	16.2709999	13.4049997	552
16.4440002	10.75	16.6480007	10.2989998	553
16.4899998	13.0159998	16.4360008	13.0240002	554
16.4920006	5.5419998	16.6360226	5.190371	555
