IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
150758464,VANDALISM,"VANDALISM OR GRAFFITI TOOLS, POSSESSION",Saturday,08/29/2015,18:04,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.408595110869,37.7837069301545,"(37.7837069301545, -122.408595110869)",15075846428166
150760061,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/29/2015,18:00,INGLESIDE,NONE,900 Block of BRUSSELS ST,-122.402739337853,37.7204792489962,"(37.7204792489962, -122.402739337853)",15076006107021
150758282,ROBBERY,"ROBBERY, BODILY FORCE",Saturday,08/29/2015,18:00,RICHMOND,"ARREST, BOOKED",GEARY BL / PRESIDIO AV,-122.445820722284,37.7824873967177,"(37.7824873967177, -122.445820722284)",15075828203074
150760572,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,08/29/2015,18:00,PARK,NONE,900 Block of BRODERICK ST,-122.440375167502,37.7789754234886,"(37.7789754234886, -122.440375167502)",15076057206303
156214452,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,08/29/2015,18:00,TENDERLOIN,NONE,HYDE ST / FULTON ST,-122.415127837608,37.7797870676495,"(37.7797870676495, -122.415127837608)",15621445206244
156220766,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,08/29/2015,18:00,SOUTHERN,NONE,HARRISON ST / 10TH ST,-122.411279189969,37.7715785765043,"(37.7715785765043, -122.411279189969)",15622076606244
150760312,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,08/29/2015,18:00,SOUTHERN,NONE,3RD ST / MARKET ST,-122.403434086745,37.78764305018,"(37.78764305018, -122.403434086745)",15076031206153
150759105,VEHICLE THEFT,STOLEN MOTORCYCLE,Saturday,08/29/2015,18:00,SOUTHERN,NONE,0 Block of CLARENCE PL,-122.392534666111,37.779613996452,"(37.779613996452, -122.392534666111)",15075910507023
150758408,NON-CRIMINAL,LOST PROPERTY,Saturday,08/29/2015,17:55,SOUTHERN,NONE,8TH ST / HOWARD ST,-122.411609760643,37.7762209908405,"(37.7762209908405, -122.411609760643)",15075840871000
150758301,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,08/29/2015,17:52,BAYVIEW,"ARREST, BOOKED",700 Block of KIRKWOOD AV,-122.374019331833,37.729203356539,"(37.729203356539, -122.374019331833)",15075830128160
150758301,WARRANTS,WARRANT ARREST,Saturday,08/29/2015,17:52,BAYVIEW,"ARREST, BOOKED",700 Block of KIRKWOOD AV,-122.374019331833,37.729203356539,"(37.729203356539, -122.374019331833)",15075830163010
150758301,NON-CRIMINAL,FOUND PROPERTY,Saturday,08/29/2015,17:52,BAYVIEW,"ARREST, BOOKED",700 Block of KIRKWOOD AV,-122.374019331833,37.729203356539,"(37.729203356539, -122.374019331833)",15075830172000
150758458,WARRANTS,WARRANT ARREST,Saturday,08/29/2015,17:47,MISSION,"ARREST, BOOKED",2800 Block of 24TH ST,-122.408664686116,37.7528787651491,"(37.7528787651491, -122.408664686116)",15075845863010
150758458,TRESPASS,TRESPASSING,Saturday,08/29/2015,17:47,MISSION,"ARREST, BOOKED",2800 Block of 24TH ST,-122.408664686116,37.7528787651491,"(37.7528787651491, -122.408664686116)",15075845827195
156213937,NON-CRIMINAL,LOST PROPERTY,Saturday,08/29/2015,17:45,CENTRAL,NONE,WASHINGTON ST / THE EMBARCADERONORTH ST,-122.395329662983,37.7966652983014,"(37.7966652983014, -122.395329662983)",15621393771000
150758232,DRUG/NARCOTIC,LOITERING WHERE NARCOTICS ARE SOLD/USED,Saturday,08/29/2015,17:36,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15075823216704
150758232,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,08/29/2015,17:36,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15075823216650
150758254,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Saturday,08/29/2015,17:35,CENTRAL,NONE,300 Block of GRANT AV,-122.405519715753,37.7898606192523,"(37.7898606192523, -122.405519715753)",15075825406364
150758185,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,08/29/2015,17:31,BAYVIEW,"ARREST, BOOKED",INGALLS ST / EGBERT AV,-122.390745789098,37.7216000154757,"(37.7216000154757, -122.390745789098)",15075818565016
150758925,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,08/29/2015,17:30,MISSION,NONE,HARTFORD ST / 18TH ST,-122.433904330322,37.7609552808387,"(37.7609552808387, -122.433904330322)",15075892506244
150758602,LARCENY/THEFT,THEFT OF COMPUTERS OR CELL PHONES,Saturday,08/29/2015,17:30,CENTRAL,NONE,200 Block of GEARY ST,-122.407434989523,37.7875158741623,"(37.7875158741623, -122.407434989523)",15075860206126
150759371,SECONDARY CODES,DOMESTIC VIOLENCE,Saturday,08/29/2015,17:30,INGLESIDE,NONE,200 Block of BADEN ST,-122.439676152897,37.7319839418515,"(37.7319839418515, -122.439676152897)",15075937115200
156214797,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,08/29/2015,17:30,PARK,NONE,1100 Block of PIERCE ST,-122.435453929315,37.7805612820761,"(37.7805612820761, -122.435453929315)",15621479706224
150794991,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,08/29/2015,17:30,TARAVAL,NONE,2400 Block of 41ST AV,-122.499264595602,37.7410543982056,"(37.7410543982056, -122.499264595602)",15079499109320
150759371,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Saturday,08/29/2015,17:30,INGLESIDE,NONE,200 Block of BADEN ST,-122.439676152897,37.7319839418515,"(37.7319839418515, -122.439676152897)",15075937115161
150758345,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Saturday,08/29/2015,17:28,SOUTHERN,"ARREST, BOOKED",PLUM ST / MISSION ST,-122.419649218806,37.7710058100423,"(37.7710058100423, -122.419649218806)",15075834505014
150758345,WARRANTS,WARRANT ARREST,Saturday,08/29/2015,17:28,SOUTHERN,"ARREST, BOOKED",PLUM ST / MISSION ST,-122.419649218806,37.7710058100423,"(37.7710058100423, -122.419649218806)",15075834563010
150758345,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Saturday,08/29/2015,17:28,SOUTHERN,"ARREST, BOOKED",PLUM ST / MISSION ST,-122.419649218806,37.7710058100423,"(37.7710058100423, -122.419649218806)",15075834527130
150758345,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Saturday,08/29/2015,17:28,SOUTHERN,"ARREST, BOOKED",PLUM ST / MISSION ST,-122.419649218806,37.7710058100423,"(37.7710058100423, -122.419649218806)",15075834511012
150758317,SECONDARY CODES,ATM RELATED CRIME,Saturday,08/29/2015,17:20,INGLESIDE,NONE,2800 Block of DIAMOND ST,-122.434066094698,37.734086514355,"(37.734086514355, -122.434066094698)",15075831715400
150758317,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,08/29/2015,17:20,INGLESIDE,NONE,2800 Block of DIAMOND ST,-122.434066094698,37.734086514355,"(37.734086514355, -122.434066094698)",15075831709320
150758191,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,08/29/2015,17:15,PARK,NONE,400 Block of IRVING ST,-122.462572727153,37.764146040174,"(37.764146040174, -122.462572727153)",15075819106154
150773735,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,08/29/2015,17:15,BAYVIEW,NONE,400 Block of TUNNEL AV,-122.401261236893,37.7091000059016,"(37.7091000059016, -122.401261236893)",15077373528150
150758248,ASSAULT,THREATS AGAINST LIFE,Saturday,08/29/2015,17:15,CENTRAL,NONE,300 Block of BAY ST,-122.412803753,37.8057739875696,"(37.8057739875696, -122.412803753)",15075824819057
150758141,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,08/29/2015,17:11,BAYVIEW,"ARREST, BOOKED",SAN BRUNO AV / DWIGHT ST,-122.402109488937,37.7240376461441,"(37.7240376461441, -122.402109488937)",15075814165016
156214684,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,08/29/2015,17:00,CENTRAL,NONE,FRANCISCO ST / POWELL ST,-122.411769924072,37.8048960663782,"(37.8048960663782, -122.411769924072)",15621468406244
150761166,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,08/29/2015,17:00,BAYVIEW,NONE,CARROLL AV / QUINT ST,-122.402701230251,37.7302663640551,"(37.7302663640551, -122.402701230251)",15076116628160
150774056,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,08/29/2015,17:00,NORTHERN,NONE,1600 Block of BEACH ST,-122.436297816657,37.8046912279623,"(37.8046912279623, -122.436297816657)",15077405606304
150760629,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Saturday,08/29/2015,17:00,TARAVAL,NONE,1600 Block of 45TH AV,-122.504458309386,37.755794687003,"(37.755794687003, -122.504458309386)",15076062961030
150758652,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Saturday,08/29/2015,17:00,PARK,"ARREST, BOOKED",100 Block of BUENA VISTA TER,-122.438245889694,37.7669145893338,"(37.7669145893338, -122.438245889694)",15075865215041
150775634,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/29/2015,17:00,INGLESIDE,NONE,2400 Block of SAN JOSE AV,-122.447910942622,37.7185540654042,"(37.7185540654042, -122.447910942622)",15077563407021
150758652,ASSAULT,CHILD ABUSE (PHYSICAL),Saturday,08/29/2015,17:00,PARK,"ARREST, BOOKED",100 Block of BUENA VISTA TER,-122.438245889694,37.7669145893338,"(37.7669145893338, -122.438245889694)",15075865215015
150758652,ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,08/29/2015,17:00,PARK,"ARREST, BOOKED",100 Block of BUENA VISTA TER,-122.438245889694,37.7669145893338,"(37.7669145893338, -122.438245889694)",15075865215040
156214430,NON-CRIMINAL,LOST PROPERTY,Saturday,08/29/2015,16:58,SOUTHERN,NONE,3RD ST / MARKET ST,-122.403434086745,37.78764305018,"(37.78764305018, -122.403434086745)",15621443071000
156213921,LARCENY/THEFT,PETTY THEFT BICYCLE,Saturday,08/29/2015,16:50,CENTRAL,NONE,0 Block of DRUMM ST,-122.396556426173,37.7941169057941,"(37.7941169057941, -122.396556426173)",15621392106313
150758135,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Saturday,08/29/2015,16:48,SOUTHERN,NONE,800 Block of MARKET ST,-122.406520987144,37.7850629421661,"(37.7850629421661, -122.406520987144)",15075813505053
150758072,ROBBERY,"ROBBERY, BODILY FORCE",Saturday,08/29/2015,16:48,MISSION,NONE,300 Block of POTRERO AV,-122.407544906452,37.7651192951994,"(37.7651192951994, -122.407544906452)",15075807203074
156214076,NON-CRIMINAL,LOST PROPERTY,Saturday,08/29/2015,16:47,NORTHERN,NONE,800 Block of FELL ST,-122.43183473707,37.7747415107981,"(37.7747415107981, -122.43183473707)",15621407671000
150758129,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,08/29/2015,16:45,CENTRAL,NONE,FILBERT ST / HYDE ST,-122.41923563896,37.8001325425188,"(37.8001325425188, -122.41923563896)",15075812906243
156214101,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,08/29/2015,16:30,NORTHERN,NONE,CALIFORNIA ST / POLK ST,-122.420691680792,37.7905770710537,"(37.7905770710537, -122.420691680792)",15621410106244
150759434,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Saturday,08/29/2015,16:30,INGLESIDE,NONE,800 Block of PERALTA AV,-122.408919203025,37.7385006105946,"(37.7385006105946, -122.408919203025)",15075943405043
150760453,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/29/2015,16:20,PARK,NONE,1200 Block of 6TH AV,-122.463269352262,37.7655824413501,"(37.7655824413501, -122.463269352262)",15076045307021
156213868,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,08/29/2015,16:15,SOUTHERN,NONE,HAWTHORNE ST / HARRISON ST,-122.396265814237,37.7834404321177,"(37.7834404321177, -122.396265814237)",15621386828150
150757949,NON-CRIMINAL,LOST PROPERTY,Saturday,08/29/2015,16:12,TARAVAL,NONE,2000 Block of 18TH AV,-122.475149573792,37.7496037795248,"(37.7496037795248, -122.475149573792)",15075794971000
150758088,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Saturday,08/29/2015,16:10,TARAVAL,NONE,LAKE MERCED BL / BROTHERHOOD WAY,-122.485226315294,37.7146945275773,"(37.7146945275773, -122.485226315294)",15075808806240
150758050,NON-CRIMINAL,FOUND PROPERTY,Saturday,08/29/2015,16:02,BAYVIEW,NONE,0 Block of WILLIAMS AV,-122.394046313022,37.7295210006148,"(37.7295210006148, -122.394046313022)",15075805072000
150758339,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,08/29/2015,16:00,CENTRAL,NONE,400 Block of JEFFERSON ST,-122.419941636264,37.8077487904473,"(37.8077487904473, -122.419941636264)",15075833906304
150758022,OTHER OFFENSES,RESISTING ARREST,Saturday,08/29/2015,16:00,NORTHERN,JUVENILE BOOKED,WEBSTER ST / EDDY ST,-122.4306117479,37.7816441555164,"(37.7816441555164, -122.4306117479)",15075802227170
150758022,WARRANTS,WARRANT ARREST,Saturday,08/29/2015,16:00,NORTHERN,JUVENILE BOOKED,WEBSTER ST / EDDY ST,-122.4306117479,37.7816441555164,"(37.7816441555164, -122.4306117479)",15075802263010
150759092,MISSING PERSON,FOUND PERSON,Saturday,08/29/2015,16:00,SOUTHERN,NONE,0 Block of MOSS ST,-122.407999186749,37.7778241673064,"(37.7778241673064, -122.407999186749)",15075909275000
150759092,MISSING PERSON,MISSING JUVENILE,Saturday,08/29/2015,16:00,SOUTHERN,NONE,0 Block of MOSS ST,-122.407999186749,37.7778241673064,"(37.7778241673064, -122.407999186749)",15075909274010
156213830,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,08/29/2015,16:00,SOUTHERN,NONE,1200 Block of HARRISON ST,-122.409065690706,37.773248092065,"(37.773248092065, -122.409065690706)",15621383006244
156213761,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,08/29/2015,16:00,TARAVAL,NONE,1200 Block of 10TH AV,-122.467378818122,37.7649185068359,"(37.7649185068359, -122.467378818122)",15621376106224
150758339,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,08/29/2015,16:00,CENTRAL,NONE,400 Block of JEFFERSON ST,-122.419941636264,37.8077487904473,"(37.8077487904473, -122.419941636264)",15075833909320
150766912,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,08/29/2015,16:00,SOUTHERN,NONE,700 Block of 8TH ST,-122.403607291444,37.7699589588211,"(37.7699589588211, -122.403607291444)",15076691264070
150757983,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Saturday,08/29/2015,15:52,SOUTHERN,"ARREST, BOOKED",1200 Block of MARKET ST,-122.415444159886,37.7780245674641,"(37.7780245674641, -122.415444159886)",15075798311012
150757983,FORGERY/COUNTERFEITING,"CHECKS OR LEGAL INSTRUMENTS, UTTERING FORGED",Saturday,08/29/2015,15:52,SOUTHERN,"ARREST, BOOKED",1200 Block of MARKET ST,-122.415444159886,37.7780245674641,"(37.7780245674641, -122.415444159886)",15075798309016
150757983,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Saturday,08/29/2015,15:52,SOUTHERN,"ARREST, BOOKED",1200 Block of MARKET ST,-122.415444159886,37.7780245674641,"(37.7780245674641, -122.415444159886)",15075798305073
150758066,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,08/29/2015,15:51,SOUTHERN,NONE,200 Block of MISSION ST,-122.395336395079,37.7914518970007,"(37.7914518970007, -122.395336395079)",15075806664070
156214082,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,08/29/2015,15:45,NORTHERN,NONE,1600 Block of GEARY BL,-122.429629258891,37.7848966681924,"(37.7848966681924, -122.429629258891)",15621408206244
156216282,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,08/29/2015,15:40,BAYVIEW,NONE,DEHARO ST / 16TH ST,-122.401723696512,37.7661321731435,"(37.7661321731435, -122.401723696512)",15621628206224
150757892,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,08/29/2015,15:38,CENTRAL,NONE,700 Block of JACKSON ST,-122.40722845838,37.7960080102588,"(37.7960080102588, -122.40722845838)",15075789264020
150758260,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,08/29/2015,15:30,NORTHERN,NONE,LARKIN ST / EDDY ST,-122.41753069698,37.7833107539969,"(37.7833107539969, -122.41753069698)",15075826006244
150757886,ASSAULT,BATTERY,Saturday,08/29/2015,15:30,TENDERLOIN,NONE,MASON ST / EDDY ST,-122.409313111431,37.7843478513151,"(37.7843478513151, -122.409313111431)",15075788604134
150757886,ASSAULT,THREATS AGAINST LIFE,Saturday,08/29/2015,15:30,TENDERLOIN,NONE,MASON ST / EDDY ST,-122.409313111431,37.7843478513151,"(37.7843478513151, -122.409313111431)",15075788619057
150759917,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,08/29/2015,15:30,MISSION,NONE,2000 Block of MARKET ST,-122.426955631709,37.769247063207,"(37.769247063207, -122.426955631709)",15075991706303
150757773,WARRANTS,WARRANT ARREST,Saturday,08/29/2015,15:30,SOUTHERN,"ARREST, BOOKED",500 Block of STEVENSON ST,-122.410891754793,37.7809097652868,"(37.7809097652868, -122.410891754793)",15075777363010
150757905,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,08/29/2015,15:27,CENTRAL,NONE,700 Block of SACRAMENTO ST,-122.40539653724,37.7935249040335,"(37.7935249040335, -122.40539653724)",15075790506303
150757864,WARRANTS,ENROUTE TO ADULT AUTHORITY,Saturday,08/29/2015,15:27,MISSION,"ARREST, BOOKED",1900 Block of MISSION ST,-122.419814593811,37.7658427213372,"(37.7658427213372, -122.419814593811)",15075786462060
150757864,ASSAULT,ATTEMPTED HOMICIDE WITH A KNIFE,Saturday,08/29/2015,15:27,MISSION,"ARREST, BOOKED",1900 Block of MISSION ST,-122.419814593811,37.7658427213372,"(37.7658427213372, -122.419814593811)",15075786404022
150757864,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,08/29/2015,15:27,MISSION,"ARREST, BOOKED",1900 Block of MISSION ST,-122.419814593811,37.7658427213372,"(37.7658427213372, -122.419814593811)",15075786416650
150757905,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,08/29/2015,15:27,CENTRAL,NONE,700 Block of SACRAMENTO ST,-122.40539653724,37.7935249040335,"(37.7935249040335, -122.40539653724)",15075790564085
150757858,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,08/29/2015,15:22,NORTHERN,NONE,2600 Block of BAKER ST,-122.445387147915,37.7953625080204,"(37.7953625080204, -122.445387147915)",15075785806372
150757870,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Saturday,08/29/2015,15:17,INGLESIDE,NONE,100 Block of DORCAS WY,-122.449346988665,37.7376941458534,"(37.7376941458534, -122.449346988665)",15075787005043
150816460,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,08/29/2015,15:00,PARK,NONE,1900 Block of TURK ST,-122.440688868912,37.7794555627999,"(37.7794555627999, -122.440688868912)",15081646006301
156214010,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,08/29/2015,15:00,PARK,NONE,GROVE ST / COLE ST,-122.451162720276,37.7742489577745,"(37.7742489577745, -122.451162720276)",15621401006244
150761423,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,08/29/2015,15:00,NORTHERN,NONE,LAGUNA ST / CALIFORNIA ST,-122.428909653942,37.7895336904294,"(37.7895336904294, -122.428909653942)",15076142307021
156214004,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,08/29/2015,15:00,PARK,NONE,500 Block of TWINPEAKS BL,-122.446757209575,37.7531845175462,"(37.7531845175462, -122.446757209575)",15621400406244
150758157,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,08/29/2015,15:00,TARAVAL,NONE,600 Block of ARBALLO DR,-122.483225848449,37.7158591520147,"(37.7158591520147, -122.483225848449)",15075815768020
150758298,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Saturday,08/29/2015,15:00,MISSION,NONE,2600 Block of 18TH ST,-122.40867573409,37.761791195706,"(37.761791195706, -122.40867573409)",15075829805043
150757745,LARCENY/THEFT,PETTY THEFT BICYCLE,Saturday,08/29/2015,14:25,SOUTHERN,NONE,1300 Block of HOWARD ST,-122.41332535029,37.7747867934702,"(37.7747867934702, -122.41332535029)",15075774506313
150757745,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,08/29/2015,14:25,SOUTHERN,NONE,1300 Block of HOWARD ST,-122.41332535029,37.7747867934702,"(37.7747867934702, -122.41332535029)",15075774506374
150757739,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,08/29/2015,14:24,BAYVIEW,"ARREST, BOOKED",OAKDALE AV / TOLAND ST,-122.401556880465,37.7409621320066,"(37.7409621320066, -122.401556880465)",15075773965016
156214355,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,08/29/2015,14:00,NORTHERN,NONE,1200 Block of VANNESS AV,-122.421441956086,37.7868516471087,"(37.7868516471087, -122.421441956086)",15621435506372
150757654,VEHICLE THEFT,ATTEMPTED STOLEN VEHICLE,Saturday,08/29/2015,13:51,RICHMOND,NONE,5400 Block of CALIFORNIA ST,-122.475917940378,37.7843496645156,"(37.7843496645156, -122.475917940378)",15075765407051
150757610,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,08/29/2015,13:40,BAYVIEW,"ARREST, BOOKED",EVANS AV / MARIN ST,-122.396650247607,37.7483507577633,"(37.7483507577633, -122.396650247607)",15075761065016
156214703,NON-CRIMINAL,LOST PROPERTY,Saturday,08/29/2015,13:33,INGLESIDE,NONE,300 Block of NEY ST,-122.424415451083,37.7301655270844,"(37.7301655270844, -122.424415451083)",15621470371000
150757789,FORGERY/COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES",Saturday,08/29/2015,13:32,INGLESIDE,NONE,100 Block of ALEMANY BL,-122.409215255969,37.7361732498955,"(37.7361732498955, -122.409215255969)",15075778909215
150757751,ASSAULT,BATTERY,Saturday,08/29/2015,13:30,TENDERLOIN,NONE,100 Block of MASON ST,-122.40947349732,37.784816365102,"(37.784816365102, -122.40947349732)",15075775104134
156214151,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,08/29/2015,13:30,NORTHERN,NONE,HAYES ST / WEBSTER ST,-122.429556003901,37.7760439875982,"(37.7760439875982, -122.429556003901)",15621415106224
150757604,NON-CRIMINAL,FOUND PROPERTY,Saturday,08/29/2015,13:30,TARAVAL,NONE,2500 Block of 20TH AV,-122.47662566139,37.7401865659511,"(37.7401865659511, -122.47662566139)",15075760472000
150757604,NON-CRIMINAL,LOST PROPERTY,Saturday,08/29/2015,13:30,TARAVAL,NONE,2500 Block of 20TH AV,-122.47662566139,37.7401865659511,"(37.7401865659511, -122.47662566139)",15075760471000
150760588,NON-CRIMINAL,FOUND PROPERTY,Saturday,08/29/2015,13:30,SOUTHERN,NONE,0 Block of BRYANT ST,-122.388331283356,37.787159183952,"(37.787159183952, -122.388331283356)",15076058872000
150760588,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,08/29/2015,13:30,SOUTHERN,NONE,0 Block of BRYANT ST,-122.388331283356,37.787159183952,"(37.787159183952, -122.388331283356)",15076058806243
150757557,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,08/29/2015,13:29,BAYVIEW,"ARREST, BOOKED",OAKDALE AV / TOLAND ST,-122.401556880465,37.7409621320066,"(37.7409621320066, -122.401556880465)",15075755765016
150757585,ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,08/29/2015,13:10,BAYVIEW,NONE,100 Block of DAKOTA ST,-122.395635436168,37.7535645746594,"(37.7535645746594, -122.395635436168)",15075758515040
150763930,ASSAULT,FALSE IMPRISONMENT,Saturday,08/29/2015,13:00,BAYVIEW,NONE,KIRKWOOD AV / 3RD ST,-122.389588165314,37.7379572653415,"(37.7379572653415, -122.389588165314)",15076393004170
150757698,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,08/29/2015,13:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15075769806244
150767073,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,08/29/2015,13:00,BAYVIEW,NONE,1700 Block of PALOU AV,-122.393777241684,37.7355378380229,"(37.7355378380229, -122.393777241684)",15076707306304
150763930,KIDNAPPING,"KIDNAPPING, ADULT VICTIM",Saturday,08/29/2015,13:00,BAYVIEW,NONE,KIRKWOOD AV / 3RD ST,-122.389588165314,37.7379572653415,"(37.7379572653415, -122.389588165314)",15076393026141
150763930,"SEX OFFENSES, FORCIBLE","FORCIBLE RAPE, BODILY FORCE",Saturday,08/29/2015,13:00,BAYVIEW,NONE,KIRKWOOD AV / 3RD ST,-122.389588165314,37.7379572653415,"(37.7379572653415, -122.389588165314)",15076393002004
150763930,ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,08/29/2015,13:00,BAYVIEW,NONE,KIRKWOOD AV / 3RD ST,-122.389588165314,37.7379572653415,"(37.7379572653415, -122.389588165314)",15076393015040
156215018,NON-CRIMINAL,LOST PROPERTY,Saturday,08/29/2015,13:00,SOUTHERN,NONE,1300 Block of MISSION ST,-122.414869834328,37.7760218460737,"(37.7760218460737, -122.414869834328)",15621501871000
150757513,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,08/29/2015,12:58,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.411965795229,37.7849141859562,"(37.7849141859562, -122.411965795229)",15075751328100
150757513,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,08/29/2015,12:58,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.411965795229,37.7849141859562,"(37.7849141859562, -122.411965795229)",15075751364020
150757717,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,08/29/2015,12:55,SOUTHERN,NONE,1000 Block of MISSION ST,-122.409795194505,37.7800356268394,"(37.7800356268394, -122.409795194505)",15075771764020
150757701,ASSAULT,BATTERY,Saturday,08/29/2015,12:50,TARAVAL,NONE,2300 Block of NORIEGA ST,-122.488807893358,37.7537519445835,"(37.7537519445835, -122.488807893358)",15075770104134
156223419,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,08/29/2015,12:45,BAYVIEW,NONE,ILLINOIS ST / 19TH ST,-122.38769374293,37.7618280526819,"(37.7618280526819, -122.38769374293)",15622341928150
